NPA,Housing_Density_2017,Housing_Units_2017,Housing_Density_2016,Housing_Units_2016,Housing_Density_2015,Housing_Units_2015,Housing_Density_2013,Housing_Units_2013,Housing_Density_2011,Housing_Units_2011,Single_Family_Housing_2017,Single_Family_Units_2017,Single_Family_Housing_2016,Single_Family_Units_2016,Single_Family_Housing_2015,Single_Family_Units_2015,Single_Family_Housing_2013,Single_Family_Units_2013,Single_Family_Housing_2011,Single_Family_Units_2011,Housing_Size_2017,Housing_Size_2016,Housing_Size_2015,Housing_Size_2013,Housing_Size_2011,Housing_Age_2017,Housing_Age_2016,Housing_Age_2015,Housing_Age_2013,Housing_Age_2011,Rental_Houses_2016,Rental_Houses_Units_2016,Rental_Houses_2015,Rental_Houses_Units_2015,Rental_Houses_2013,Rental_Houses_Units_2013,New_Residential_2017,New_Residential_Permit_Units_2017,New_Residential_2016,New_Residential_Permit_Units_2016,New_Residential_2015,New_Residential_Permit_Units_2015,New_Residential_2014,New_Residential_Permit_Units_2014,New_Residential_2013,New_Residential_Permit_Units_2013,New_Residential_2012,New_Residential_Permit_Units_2012,New_Residential_2011,New_Residential_Permit_Units_2011,Residential_Renovation_2017,Residential_Renovation_Permit_Units_2017,Residential_Renovation_2016,Residential_Renovation_Permit_Units_2016,Residential_Renovation_2015,Residential_Renovation_Permit_Units_2015,Residential_Renovation_2014,Residential_Renovation_Permit_Units_2014,Residential_Renovation_2013,Residential_Renovation_Permit_Units_2013,Residential_Renovation_2012,Residential_Renovation_Permit_Units_2012,Residential_Renovation_2011,Residential_Renovation_Permit_Units_2011,Foreclosures_2016,Foreclosed_Units_2016,Foreclosures_2015,Foreclosed_Units_2015,Foreclosures_2013,Foreclosed_Units_2013,Foreclosures_2011,Foreclosed_Units_2011,Home_Sales_Price_2015,Home_Sales_Price_2013,Housing_Violations_2016,Housing_Violations_Total_2016,Housing_Violations_2015,Housing_Violations_Total_2015,Housing_Violations_2013,Housing_Violations_Total_2013,Housing_Violations_2011,Housing_Violations_Total_2011,Subsidized_Housing_2013,Subsidized_Housing_Units_2013,Home_Ownership_2015,Home_Ownership_moe_2015,Residential_Occupancy_2014,Residential_Occupancy_moe_2014,Rental_Costs_2014,Rental_Costs_moe_2014
2,2.6,1079,2.6,1079,2.6,1079,2.6,1081,2.6,1083,47,504,47,505,47,505,47,507,47,509,1501,1491,1473,1449,1446,70,69,68,66,64,29,145,25,126,26,134,1.22,5,0.97,4,0.24,1,0.49,2,0,0,0,0,0,0,5.6,23,7.06,29,7.3,30,4.62,19,3.89,16,2.67,11,2.67,11,0.3,2,1.1,7,0.9,6,1.1,7,217562,180860,1.11,12,0.93,10,1.2,13,0.65,7,7,80,35,5,94,5,754,
3,4.6,5283,4.1,4730,4.1,4752,4.1,4746,3.8,4369,33,1723,38,1792,38,1792,38,1796,42,1822,2261,2177,2145,2088,2033,70,69,69,69,68,23,413,19,344,25,450,16.09,186,36.51,422,33.3,385,64.79,749,3.37,39,16,185,1.73,20,8.91,103,12.37,143,10.73,124,10.21,118,9.78,113,7.61,88,6.66,77,0.2,6,0.1,4,0.5,17,0.7,24,467716,391928,0.34,16,0.17,8,0.42,20,1.26,55,10,472,47,4,86,2,1059,
4,1.2,408,1.2,406,1.2,404,1.2,402,1.2,401,89,364,89,362,89,360,89,358,89,357,3820,3768,3728,3722,3660,44,44,44,42,40,9,34,9,34,10,34,1.21,4,1.21,4,1.82,6,1.52,5,0.3,1,0,0,1.22,4,9.42,31,13.06,43,6.99,23,7.29,24,5.77,19,4.56,15,8.2,27,0,0,0.2,1,0,0,0.3,1,810017,845392,0,0,0,0,0,0,0.25,1,0,0,100,0,98,4,,
5,1.9,322,2,326,2,331,2,329,2,332,58,187,59,191,59,196,59,194,59,197,1057,1056,1053,1061,1041,58,57,56,56,55,71,135,62,122,66,128,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0.6,1,2.39,4,1.79,3,0.6,1,2.39,4,1.2,2,1.1,2,2.2,4,0.6,1,6,11,,45200,12.58,41,19.94,66,9.42,31,7.83,26,0,0,25,14,87,7,613,122
6,2,813,2,816,2,817,2,820,2.1,825,84,679,84,682,84,683,84,686,84,691,1081,1078,1081,1079,1073,69,68,67,65,63,65,446,56,385,62,423,1.24,5,0.25,1,0,0,0,0,0,0,0,0,0,0,3.72,15,4.22,17,4.46,18,4.71,19,2.73,11,2.23,9,1.49,6,1.2,7,1,6,1.5,9,1.2,7,41056,55545,6.62,54,6.61,54,6.59,54,4.24,35,0,0,28,11,83,5,743,
7,0.8,430,0.8,427,0.8,426,0.8,423,0.8,420,100,430,100,427,100,426,100,423,100,420,5215,5211,5157,5157,5105,36,36,36,34,33,6,25,6,26,6,27,0.73,4,0.73,4,0.36,2,0.73,4,0.36,2,0.36,2,0.73,4,5.66,31,6.57,36,5.84,32,8.94,49,6.02,33,7.12,39,3.47,19,0,0,0,0,0.2,1,0,0,1656526,1509529,0,0,0,0,0,0,0,0,0,0,100,0,84,7,,
8,1.7,1029,1.7,1036,1.7,1030,1.7,1024,1.5,901,42,434,43,441,42,435,43,437,48,429,1910,1901,1873,1870,1838,53,52,52,50,49,18,78,17,76,19,84,5.36,32,0,0,0.5,3,1.01,6,0.5,3,0.84,5,0.84,5,3.69,22,2.85,17,2.01,12,2.35,14,7.21,43,1.51,9,1.34,8,0.1,1,0,0,0.4,3,0.4,3,233714,229197,0,0,0.19,2,0.1,1,0.11,1,16,163,70,11,90,5,,
9,3.1,294,3.2,305,3.2,302,3.3,305,3.3,305,94,276,90,273,89,270,90,273,90,273,1417,1341,1254,1213,1198,61,62,64,63,61,35,96,35,95,40,108,13.89,13,12.83,12,11.7,11,8.51,8,2.13,2,2.13,2,0,0,13.89,13,16.03,15,16.03,15,17.1,16,7.48,7,8.55,8,6.41,6,1.1,3,1.2,3,0.4,1,1.2,3,260211,245591,0.66,2,0.66,2,0.98,3,1.31,4,0,0,65,15,85,10,1083,378
10,2.9,1586,2.9,1592,2.9,1592,2.9,1595,2.9,1599,75,1188,75,1194,75,1194,75,1196,75,1201,1100,1085,1077,1068,1068,63,63,62,60,58,48,570,41,484,50,601,2.36,13,1.81,10,0.54,3,1.45,8,0,0,0,0,0.18,1,11.61,64,10.52,58,9.61,53,6.89,38,5.8,32,4.54,25,2.72,15,0.4,4,0.6,6,0.8,9,1.4,15,141766,107523,2.95,47,3.64,58,5.2,83,3.38,54,0,0,36,6,91,3,751,
11,2.4,1231,2.4,1225,2.4,1225,2.4,1212,2.4,1209,64,788,64,784,64,784,64,771,64,768,2341,2245,2177,2117,2045,55,56,56,56,56,20,153,17,137,21,159,2.35,12,1.76,9,2.75,14,2.94,15,3.33,17,1.57,8,0.98,5,7.65,39,10.39,53,13.53,69,9.02,46,8.23,42,6.67,34,9.41,48,0,0,0.3,3,0.1,1,0.4,4,529879,455198,0.08,1,0.16,2,0.08,1,0.08,1,0,0,63,7,97,4,974,
12,7.9,1257,7.9,1257,7.9,1257,7.9,1257,7.9,1257,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,3,0,0,1.7,12,4.2,30,73375,31576,1.27,16,1.75,22,1.19,15,1.11,14,0,0,13,5,85,6,805,
13,4,1831,4,1830,4,1827,4,1810,4,1812,34,631,34,630,34,627,34,610,34,612,1344,1337,1326,1280,1277,58,58,57,56,54,23,144,23,146,25,150,0.22,1,0.22,1,0.22,1,1.75,8,2.63,12,0,0,17.07,78,4.81,22,4.81,22,6.12,28,4.59,21,3.28,15,2.62,12,3.28,15,0,0,0.8,5,0.5,3,0.3,2,220338,215811,0.44,8,0.55,10,0.72,13,0.39,7,0,0,34,5,90,7,753,
14,3.7,1611,3.7,1613,3.7,1614,3.7,1614,3.7,1613,54,874,54,877,54,878,54,878,54,879,1886,1884,1881,1874,1874,20,19,18,16,14,25,219,23,200,19,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,4,2.75,12,1.38,6,1.38,6,1.15,5,2.29,10,0.69,3,0.3,3,1.5,13,2,17,1.5,13,147721,140580,0.37,6,0.37,6,0.43,7,0.19,3,0,0,38,10,88,7,964,
15,1.2,848,1.2,838,1.2,833,1.2,825,1.2,825,95,809,95,799,95,794,95,786,95,786,2346,2338,2323,2320,2324,41,40,40,38,37,13,107,13,107,14,109,0,0,0.43,3,1.45,10,0.72,5,1.16,8,0.29,2,0.14,1,4.06,28,3.77,26,3.77,26,5.51,38,2.75,19,2.32,16,2.75,19,0.1,1,0.7,6,0.5,4,0.4,3,277405,251774,0.24,2,0.36,3,0.73,6,0.12,1,0,0,93,2,95,6,1567,
16,2.9,2113,2.9,2114,2.9,2112,2.9,2112,2.9,2119,56,1190,56,1191,56,1189,56,1189,56,1196,1474,1473,1474,1471,1467,46,45,44,42,40,29,340,28,332,27,320,0,0,0,0,0,0,0,0,0,0,0.14,1,0,0,2.07,15,3.04,22,3.58,26,2.62,19,1.52,11,2.07,15,2.76,20,0.9,13,1.4,20,1.4,20,1.2,17,109167,107564,0.71,15,1.09,23,0.99,21,0.61,13,0,0,50,5,84,3,876,
17,2.8,1253,2.8,1253,2.8,1256,2.8,1256,2.8,1256,69,860,69,859,69,863,69,863,69,863,1612,1612,1610,1603,1602,46,45,44,42,40,27,228,26,221,25,213,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,1.76,8,2.43,11,2.87,13,1.76,8,1.54,7,1.32,6,0.88,4,0.4,3,1.2,10,1.3,11,1.8,15,686531,81929,2.15,27,1.59,20,1.43,18,1.11,14,1,16,52,8,94,6,648,
18,2.7,1665,2.8,1693,2.8,1695,2.8,1691,2.6,1598,43,723,42,709,42,710,42,706,44,703,3108,3017,2945,2886,2851,42,43,43,43,42,14,100,13,93,15,104,6.01,37,4.06,25,3.58,22,4.72,29,1.63,10,0,0,0.49,3,10.4,64,10.57,65,9.43,58,8.62,53,6.83,42,5.04,31,4.23,26,0,0,0.1,1,0.4,3,1.2,9,667693,559354,0.83,14,0.65,11,1.06,18,0.31,5,0,0,47,6,88,4,1027,
19,2.1,1762,2.1,1762,2.1,1762,2.1,1759,2.1,1755,64,1122,64,1122,64,1122,64,1119,64,1115,2301,2298,2295,2286,2274,44,43,42,40,38,10,109,8,87,9,97,0.95,8,2.15,18,0,0,0.24,2,0.48,4,0.6,5,0,0,5.37,45,7.28,61,5.13,43,4.89,41,4.42,37,5.01,42,4.53,38,0.4,7,0.2,3,0.7,12,0.7,11,297964,232809,0.28,5,0.28,5,0.06,1,0.06,1,0,0,85,1,94,3,1136,
20,3.6,1452,3.6,1452,3.6,1452,3.6,1452,3.6,1453,52,760,52,760,52,760,52,760,52,761,1937,1936,1936,1935,1936,21,20,19,17,15,10,76,9,72,10,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,7,5.01,20,4.01,16,3.01,12,1.5,6,3.51,14,1.25,5,0.2,2,0.4,4,0.8,9,0.5,6,206943,192852,0.07,1,0.07,1,0,0,0,0,0,0,73,6,91,7,1370,
21,1.3,1221,1.3,1224,1.3,1220,1.3,1216,1.3,1168,28,345,28,347,28,344,28,340,25,292,1423,1418,1399,1386,1340,37,36,36,36,39,40,138,38,129,39,133,0.33,3,0.11,1,0,0,1.21,11,0.44,4,4.71,43,0.22,2,0.88,8,0.66,6,0.44,4,0.77,7,0.33,3,0.88,8,0.55,5,1.5,6,3.4,13,0.3,1,2.1,7,183875,115917,0.9,11,1.97,24,0.9,11,0.51,6,9,115,16,5,92,5,718,43
22,2.2,695,1.6,508,1.6,499,1.2,364,1.5,467,26,182,36,185,37,185,51,187,40,188,1123,1116,1108,1108,1109,71,70,70,70,68,50,93,47,87,51,96,132.06,415,0.32,1,51.91,163,1.91,6,57.96,182,0,0,0,0,2.23,7,0.32,1,1.59,5,1.91,6,1.59,5,0.95,3,1.27,4,0,0,0.8,2,1.3,3,2.2,5,180556,112591,1.57,8,1,5,1.92,7,1.71,8,0,0,51,9,77,9,1084,57
23,2,549,2,550,2,550,2,550,2,549,35,191,35,191,35,191,35,191,35,191,1461,1460,1458,1460,1455,36,35,34,32,30,28,53,28,53,27,52,0,0,0.71,2,0,0,0,0,0,0,0.36,1,0,0,1.42,4,2.85,8,1.07,3,0.36,1,0.36,1,0,0,0.36,1,0,0,0.8,2,1.2,3,3.1,8,117045,107088,1.82,10,1.27,7,1.64,9,0.55,3,73,403,14,9,95,8,606,161
24,2.5,446,2.5,446,2.5,448,2.6,473,2.6,474,74,328,74,328,73,328,71,335,71,336,1491,1488,1484,1473,1468,61,60,59,57,55,20,66,18,59,21,71,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,9.44,17,11.66,21,7.21,13,5.55,10,3.88,7,4.99,9,5.55,10,0,0,1,3,0.6,2,0.6,2,212095,194133,0,0,0,0,0.21,1,0,0,0,0,64,11,96,5,854,105
25,1.7,1127,1.7,1118,1.7,1112,1.7,1111,1.7,1111,76,862,76,853,76,847,76,846,76,846,2802,2807,2789,2783,2782,29,28,27,25,23,8,72,9,73,8,68,5.51,36,1.68,11,1.38,9,1.53,10,0,0,0,0,0,0,4.75,31,6.43,42,3.83,25,3.37,22,1.99,13,2.45,16,3.37,22,0.1,1,0.5,5,0.5,6,0.7,8,260747,278157,0.09,1,0.18,2,0,0,0.18,2,0,0,86,4,97,3,1304,567
26,1,1069,0.9,1068,1,1069,0.9,1066,0.9,1066,100,1069,100,1068,100,1069,100,1066,100,1066,2046,2044,2045,2045,2042,23,22,21,20,18,11,120,10,112,8,90,0.27,3,0.97,11,0.09,1,0,0,0.09,1,0.09,1,0,0,0.97,11,0.8,9,0.8,9,0.62,7,0.71,8,0.62,7,0.44,5,0.8,9,1.6,17,0.8,8,1.1,12,157647,152858,0,0,0.19,2,0,0,0,0,0,0,92,1,91,4,1466,236
27,3.1,988,3.1,988,3.1,988,3.1,988,3.1,990,68,676,68,676,68,676,68,676,68,678,1546,1546,1544,1544,1544,20,19,18,16,14,17,116,16,106,15,104,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,4,2.18,7,1.25,4,0.31,1,0.94,3,0.62,2,2.81,9,1.2,11,1.4,13,3.3,30,2.1,19,110555,109670,0,0,0,0,0,0,0.1,1,9,86,84,7,82,11,883,430
28,2.9,553,2.8,550,2.8,550,2.8,548,2.8,545,48,264,48,261,47,261,47,259,47,256,3010,2986,2867,2813,2723,49,50,50,51,50,20,51,18,48,19,48,3.61,7,2.06,4,3.61,7,3.61,7,1.03,2,2.06,4,3.09,6,11.34,22,6.7,13,12.88,25,6.7,13,8.25,16,7.22,14,7.22,14,0,0,0.2,1,0.2,1,0,0,768978,499582,0.18,1,0,0,0,0,0,0,0,0,87,12,81,4,,
29,1.4,565,1.4,565,1.4,565,1.4,566,1.4,566,54,306,54,306,54,306,54,307,54,307,2843,2840,2835,2830,2826,34,33,32,30,28,10,30,10,30,9,28,0,0,0.24,1,0,0,0,0,0,0,0,0,0,0,3.18,13,2.94,12,4.16,17,2.45,10,3.43,14,2.2,9,2.94,12,0,0,0.4,2,0.7,4,0.5,3,224936,210130,0.18,1,0,0,0.18,1,0,0,0,0,92,5,97,4,,
30,2.3,1096,2.1,987,1.8,854,1.1,504,1.1,503,12,127,13,129,15,129,26,129,26,129,879,866,866,866,866,54,53,52,47,45,75,97,57,73,76,98,2.51,12,8.8,42,0.21,1,20.34,97,0.84,4,92.45,441,0,0,0.21,1,0,0,0,0,1.68,8,0.84,4,0,0,0,0,2.5,2,0,0,0,0,0,0,,,1.22,12,1.52,13,3.77,19,0.8,4,78,394,5,4,100,0,253,102
31,1.8,681,1.8,677,1.8,676,1.8,678,1.8,677,84,575,84,571,84,570,84,570,84,569,3071,3064,3025,3020,3015,46,46,45,43,41,5,29,5,30,5,28,0.26,1,0.52,2,2.08,8,0.52,2,0,0,0,0,0,0,12.48,48,9.1,35,11.7,45,6.5,25,7.02,27,8.84,34,5.46,21,0.1,1,0,0,0.3,2,0.2,1,455557,423941,0,0,0,0,0,0,0,0,0,0,92,6,86,1,2025,498
32,2.5,220,2.5,220,2.5,220,2.5,220,2.5,220,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,3,0,0,1.8,4,0,0,1.8,4,1.4,3,110727,92033,0,0,0,0,0,0,0,0,0,0,58,21,100,0,872,65
33,2.4,628,2.4,628,2.4,628,2.4,623,2.4,612,7,42,7,42,7,42,6,37,4,26,1908,1908,1908,2105,1736,35,34,33,35,47,26,11,29,12,38,14,0,0,0,0,0,0,0,0,1.54,4,2.32,6,1.93,5,0,0,0.39,1,0,0,0,0,1.16,3,0,0,0,0,0,0,0,0,0,0,0,0,,137708,0,0,0,0,0.32,2,0.49,3,0,0,0,3,100,0,888,188
34,0.9,835,0.9,824,0.9,813,0.9,809,0.9,789,84,699,83,685,83,677,83,673,83,653,1323,1305,1300,1293,1268,41,41,41,39,39,36,248,36,244,35,238,21.76,202,0.97,9,2.59,24,0.86,8,0.75,7,1.62,15,1.51,14,0.54,5,1.08,10,1.08,10,1.29,12,0.86,8,0.75,7,1.08,10,2.4,20,1.7,14,2.1,17,2.8,22,82783,84784,5.1,42,3.08,25,2.1,17,1.14,9,0,0,74,10,100,0,674,240
35,0.4,925,0.4,892,0.4,801,0.3,752,0.3,679,93,864,90,806,96,765,95,716,95,647,2068,2130,1963,1909,1821,25,24,26,26,27,18,149,20,155,20,146,1.62,37,3.82,87,1.76,40,6.06,138,2.5,57,1.76,40,1.01,23,0.88,20,0.83,19,1.62,37,0.75,17,0.35,8,0.39,9,0.26,6,0.2,2,2,16,0.5,4,1,7,240167,238650,0.45,4,0.62,5,0.93,7,0.44,3,0,0,77,6,85,4,799,54
36,2.2,1326,2.1,1232,2.1,1231,1.8,1051,1.7,1030,60,798,64,793,64,792,74,782,74,761,1943,1947,1926,1915,1893,36,36,35,33,32,14,108,14,109,13,101,0.17,1,0.51,3,0.67,4,0.84,5,2.36,14,45.79,272,0.34,2,2.02,12,4.55,27,2.86,17,1.68,10,1.18,7,2.02,12,3.2,19,0.8,8,1.1,12,0.8,8,0.4,4,169106,176159,0.24,3,0.41,5,0.19,2,0.19,2,0,0,85,3,95,5,1307,95
37,3.2,776,3.2,774,3.2,779,3.2,780,3.3,790,80,620,80,619,81,630,82,637,82,647,1085,1072,1055,1047,1045,63,63,63,63,62,54,335,49,307,59,374,56.33,137,2.47,6,65.02,158,1.23,3,3.7,9,1.23,3,0.41,1,16.86,41,12.33,30,13.57,33,9.46,23,6.99,17,6.58,16,5.76,14,0,0,1.4,7,0.8,4,1.6,8,125939,124848,4.39,34,8.09,63,6.79,53,4.94,39,13,98,35,5,85,6,706,66
38,0.5,841,0.4,841,0.5,841,0.5,842,0.5,841,90,759,90,757,90,759,90,760,90,759,2426,2427,2419,2414,2416,26,25,24,22,20,13,97,13,102,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,7,0.8,15,0.64,12,0.42,8,0.74,14,0.58,11,1.01,19,0.4,3,0.7,6,1.3,11,0.5,4,211665,196225,0.48,4,0.59,5,0.36,3,0,0,0,0,95,5,98,5,1620,671
39,1.5,989,1.4,965,1.4,953,1.4,941,1.4,932,100,989,100,964,100,953,100,941,100,932,1938,1934,1924,1919,1920,26,26,25,24,22,21,203,19,184,18,172,0,0,1.2,8,3.14,21,1.79,12,1.49,10,1.49,10,1.05,7,1.64,11,2.54,17,2.84,19,2.09,14,0.3,2,1.05,7,1.2,8,1.2,12,1.7,16,2.6,24,1.8,17,133277,123591,0.21,2,0.73,7,0.96,9,0.43,4,0,0,71,10,94,2,955,122
40,3.4,1193,3.4,1191,3.4,1183,3.4,1183,3.4,1183,51,609,51,607,51,603,51,603,51,603,1423,1426,1422,1421,1420,36,35,35,33,31,36,219,33,196,35,210,5.17,18,5.17,18,2.01,7,1.15,4,0,0,0,0,0,0,0.86,3,2.3,8,2.01,7,2.01,7,1.72,6,0.86,3,4.02,14,0.9,8,3.3,28,2.8,24,4.8,41,70364,68846,2.1,25,2.2,26,2.62,31,1.01,12,0,0,35,10,91,10,881,65
41,2.5,774,2.5,773,2.5,773,2.5,773,2.5,774,48,374,48,373,48,373,48,373,48,374,1680,1677,1677,1678,1676,39,38,37,35,33,13,50,13,47,13,47,0,0,0,0,0.32,1,0,0,0,0,0,0,0,0,1.6,5,3.19,10,1.92,6,1.92,6,1.92,6,3.83,12,1.92,6,0.4,3,0.8,6,1.3,10,0.9,7,147653,97562,0.39,3,0.26,2,0.91,7,0.26,2,0,0,73,10,77,11,939,51
42,3.8,1328,3.8,1328,3.8,1328,3.8,1328,3.8,1327,26,340,26,340,26,340,26,340,26,339,3249,3244,3244,3234,3238,33,32,31,29,27,5,16,4,13,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,28,4.26,15,4.54,16,3.97,14,5.39,19,4.83,17,3.41,12,0.1,1,0.2,2,0.4,4,0.1,1,474760,265659,0.08,1,0.08,1,0,0,0.08,1,1,19,62,7,100,0,1008,108
43,1.8,654,1.8,655,1.8,654,1.8,651,1.8,641,60,390,60,391,60,390,59,387,59,377,3003,2982,2972,2962,2949,45,44,44,42,41,7,29,6,24,7,26,0.28,1,0.28,1,0,0,1.12,4,1.96,7,3.35,12,0.56,2,8.38,30,3.07,11,7.54,27,8.94,32,3.35,12,5.59,20,4.75,17,0,0,0,0,1,4,0.2,1,429851,379645,0.61,4,0.31,2,0,0,0,0,0,0,52,7,100,0,846,81
44,2.2,479,2.1,473,2.1,461,2,455,2,447,35,170,35,164,33,152,32,146,31,138,4144,4270,4424,4427,4431,26,26,25,25,24,7,12,7,11,6,9,1.79,4,0.45,1,1.35,3,2.69,6,2.24,5,1.35,3,2.24,5,4.03,9,3.59,8,1.34,3,3.59,8,3.59,8,5.83,13,3.14,7,0,0,0,0,0,0,0,0,958400,726705,0,0,0.43,2,0,0,0,0,0,0,25,17,100,0,1028,96
45,1.3,1283,1.2,1180,1.2,1137,1.2,1106,1,987,94,1207,94,1111,95,1085,95,1054,96,952,2865,2848,2836,2840,2793,10,10,9,7,6,15,170,14,148,13,134,55.02,531,20.93,202,39.39,375,3.57,34,3.78,36,8.19,78,9.35,89,2.59,25,2.8,27,1.58,15,1.79,17,1.47,14,1.05,10,1.47,14,0.1,1,0.8,9,1.2,13,1.7,17,231130,226602,0,0,0,0,0,0,0.1,1,0,0,83,7,95,4,1818,258
46,3.3,956,3.3,956,3.3,956,3.3,956,3.3,957,43,411,43,411,43,411,43,411,43,412,1881,1881,1875,1869,1867,29,28,27,25,23,18,73,19,79,17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,3,0.7,2,0.35,1,2.44,7,1.05,3,1.4,4,1.75,5,1.2,5,1.2,5,1.7,7,2.2,9,124480,115042,0.21,2,0.1,1,0.31,3,0.42,4,9,90,34,8,96,5,975,127
47,4.2,591,4.6,639,4.6,640,4.6,640,4.6,641,4,22,3,20,3,21,3,21,4,23,3129,3442,3033,2865,2782,47,46,51,51,48,10,2,14,3,19,4,0,0,0,0,1.44,2,0,0,0.72,1,0,0,0,0,1.43,2,2.87,4,0.72,1,0,0,1.43,2,0,0,4.3,6,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0.16,1,0,0,7,7,100,0,1158,45
48,0.3,608,0.3,610,0.3,615,0.3,618,0.3,626,83,507,83,504,84,514,84,517,84,525,2003,2008,1995,1992,1982,21,20,19,17,15,23,117,22,114,21,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,0.47,9,0.11,2,0,0,0.05,1,0.21,4,0.21,4,1.5,9,2.8,17,2.6,16,2.4,15,410368,121500,0.33,2,0.33,2,0.32,2,0.32,2,0,0,83,6,95,6,940,530
49,0.8,974,0.8,974,0.8,962,0.8,953,0.8,948,100,972,100,970,100,960,100,951,100,946,1852,1853,1850,1838,1841,30,29,28,27,25,31,303,29,274,29,273,0.08,1,0,0,0,0,1.25,15,0.5,6,0,0,0.25,3,0.58,7,0.83,10,0.42,5,0.17,2,0.33,4,0.58,7,0.33,4,1.1,10,2.9,27,1.5,14,2.6,24,136207,121045,0.1,1,0.1,1,0.42,4,0.11,1,1,6,72,12,94,2,1125,44
50,3.9,1054,3.9,1054,3.9,1054,3.9,1053,3.9,1053,39,407,39,407,39,407,39,406,39,406,1519,1517,1517,1515,1514,38,37,36,34,32,25,102,26,106,26,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,7,3.74,10,1.49,4,1.87,5,2.61,7,1.49,4,2.99,8,1.8,9,1.8,9,2.4,12,2.4,12,67842,71708,8.92,94,9.39,99,1.8,19,1.04,11,12,123,29,8,97,4,717,93
51,2.7,761,2.7,765,2.6,732,2.6,737,2.6,737,52,395,52,399,55,401,55,402,55,402,1574,1553,1547,1542,1546,64,63,62,62,60,36,142,28,111,39,157,5.32,15,0.35,1,27.3,77,12.41,35,0,0,0,0,0,0,7.09,20,7.45,21,6.03,17,4.61,13,4.26,12,4.97,14,0.71,2,0.5,3,1.6,9,0.7,4,2.7,15,233327,222345,0.65,5,0.96,7,2.04,15,1.36,10,0,0,38,7,91,4,1090,91
52,1.2,596,1.1,551,1.1,551,1.8,889,1.8,892,30,179,33,179,32,179,20,180,21,183,1331,1330,1330,1326,1325,59,58,57,54,52,49,87,43,77,47,85,0,0,0,0,44.31,222,6.79,34,0,0,0,0,0,0,0.6,3,1.2,6,0.2,1,0.6,3,0.2,1,0,0,0.4,2,0,0,0.6,1,1.8,3,0.6,1,110722,99833,1.81,10,4.17,23,2.14,19,1.23,11,4,32,7,4,83,12,732,32
53,2.4,1060,2.8,1221,2.8,1222,2.4,1060,2.4,1057,50,531,44,531,44,532,50,531,50,528,1371,1370,1368,1357,1356,43,42,41,39,38,28,150,29,155,27,145,0,0,0,0,0,0,0,0,0.46,2,0.23,1,0,0,1.37,6,1.37,6,1.6,7,2.52,11,1.83,8,1.14,5,1.14,5,0.4,3,0.6,5,1,8,1.1,9,82029,60553,1.47,18,1.64,20,2.45,26,2.46,26,0,0,29,6,92,4,766,36
54,0.7,570,0.7,559,0.7,559,0.7,562,0.7,562,100,570,100,559,100,559,100,562,100,562,1219,1215,1214,1205,1205,45,45,44,42,40,42,236,42,237,40,227,0,0,0.12,1,29.53,246,0,0,0,0,0.12,1,0.12,1,1.2,10,1.44,12,0.6,5,1.08,9,0.36,3,0.36,3,0.6,5,0.5,3,2.2,12,2.3,13,1.8,10,56114,50182,3.76,21,1.97,11,1.6,9,1.42,8,0,0,64,12,92,3,1115,182
55,1.5,805,1.5,805,1.5,803,1.5,803,1.5,804,85,683,85,683,85,681,85,681,85,682,2163,2161,2154,2150,2145,35,35,34,32,30,13,88,14,94,13,89,1.27,7,0.18,1,0.18,1,0.36,2,0.18,1,0,0,0,0,2.53,14,2.71,15,3.08,17,4.34,24,2.53,14,8.87,49,12.49,69,0.1,1,0.4,3,0.6,5,0.9,7,240478,224486,0.37,3,0.37,3,0.25,2,0.25,2,0,0,78,13,98,6,1360,175
56,1.2,364,1.2,364,1.2,364,1.2,359,1.2,359,29,105,29,105,29,105,28,100,28,100,3026,3030,3023,2993,2986,38,37,36,36,34,10,10,10,10,11,11,0,0,0,0,0,0,0,0,1.71,5,0,0,0,0,1.7,5,4.09,12,0.34,1,1.7,5,0.68,2,1.7,5,1.36,4,0,0,1.1,3,0.4,1,0.8,2,287342,274583,0.55,2,0.27,1,0.28,1,0,0,0,0,62,7,93,8,883,146
